,Packet Length,Trading Symbol,Sequence Number,Timestamp,LTP,LTQ,Volume,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Interest,Previous Close Price,Previous Open Interest,Underlying,Expiry Date,Strike Price,Type,Expiry Date Time,TTM,Change,Percentage Change,Change in Open Interest,Percentage Change in Open Interest
272,124,MAINIDX27JUL2318950PE,323739,Tue Jul 04 17:49:41  2023,387.25,0,0,369.45,100,375.05,50,12550,150.5,11050,MAINIDX,2023-07-27,18950,PE,2023-07-27 15:30:00,0.06274744262687089,236.75,157.3089700996678,1500,13.574660633484163
273,124,MAINIDX28SEP2319500CE,323740,Tue Jul 04 17:49:41  2023,114.6,100,100,113.55,150,115.0,150,112950,150.5,7250,MAINIDX,2023-09-28,19500,CE,2023-09-28 15:30:00,0.23535018235289829,-35.900000000000006,-23.85382059800665,105700,1457.9310344827586
274,124,MAINIDX27JUL2319000CE,323741,Tue Jul 04 17:49:41  2023,51.8,6200,6200,51.5,2700,51.75,1050,3910650,1507.5,164400,MAINIDX,2023-07-27,19000,CE,2023-07-27 15:30:00,0.06274744262687089,-1455.7,-96.56384742951907,3746250,2278.7408759124087
275,124,MAINIDX13JUL2319700CE,323742,Tue Jul 04 17:49:41  2023,2.1,0,0,2.25,50,2.29,300,5450,1511.5,59850,MAINIDX,2023-07-13,19700,CE,2023-07-13 15:30:00,0.024391278243309236,-1509.4,-99.8610651670526,-54400,-90.8939014202172
276,124,ALLBANKS13JUL2344200PE,323743,Tue Jul 04 17:49:41  2023,450.25,150,150,446.55,25,448.0,125,23500,151.25,14725,ALLBANKS,2023-07-13,44200,PE,2023-07-13 15:30:00,0.024391278243309236,299.0,197.68595041322314,8775,59.59252971137521
277,124,ALLBANKS06JUL2343000CE,323744,Tue Jul 04 17:49:41  2023,1097.09,625,625,1103.25,50,1106.25,25,131525,1516.5,22575,ALLBANKS,2023-07-06,43000,CE,2023-07-06 15:30:00,0.005213196051528412,-419.4100000000001,-27.656445763270693,108950,482.61351052048724
278,124,MAINIDX13JUL2317000PE,323745,Tue Jul 04 17:49:41  2023,2.2,0,0,2.15,1200,2.2,1850,165250,1516.5,38550,MAINIDX,2023-07-13,17000,PE,2023-07-13 15:30:00,0.024391278243309236,-1514.3,-99.85492911308936,126700,328.6640726329442
279,124,MAINIDX13JUL2319550CE,323746,Tue Jul 04 17:49:41  2023,2.6,0,0,2.4,600,2.7,50,21300,1517.5,50600,MAINIDX,2023-07-13,19550,CE,2023-07-13 15:30:00,0.024391278243309236,-1514.9,-99.82866556836903,-29300,-57.905138339920946
280,124,ALLBANKS27JUL2340900PE,323747,Tue Jul 04 17:49:41  2023,36.0,0,0,35.54,25,35.9,50,4925,152.25,6525,ALLBANKS,2023-07-27,40900,PE,2023-07-27 15:30:00,0.06274744262687089,-116.25,-76.35467980295566,-1600,-24.521072796934863
281,124,MAINIDX20JUL2318200CE,323748,Tue Jul 04 17:49:41  2023,465.0,0,0,460.5,50,467.15,50,14350,152.5,5550,MAINIDX,2023-07-20,18200,CE,2023-07-20 15:30:00,0.04356936043509006,312.5,204.91803278688522,8800,158.55855855855856
282,124,ALLBANKS31AUG2344300CE,323749,Tue Jul 04 17:49:41  2023,841.05,0,0,827.15,15,848.95,15,1875,15.3,735,ALLBANKS,2023-08-31,44300,CE,2023-08-31 15:30:00,0.158637853585775,825.75,5397.058823529412,1140,155.10204081632654
283,124,ALLBANKS13JUL2343700CE,323750,Tue Jul 04 17:49:41  2023,644.35,175,175,651.04,300,653.54,175,15700,153.5,10350,ALLBANKS,2023-07-13,43700,CE,2023-07-13 15:30:00,0.024391278243309236,490.85,319.77198697068405,5350,51.690821256038646
284,124,MAINIDX06JUL2319300CE,323751,Tue Jul 04 17:49:41  2023,1.75,7150,7150,1.7,115400,1.75,57900,2741300,15378.5,358250,MAINIDX,2023-07-06,19300,CE,2023-07-06 15:30:00,0.005213196051528412,-15376.75,-99.98862047663947,2383050,665.191905094208
285,124,MAINIDX13JUL2318800CE,323752,Tue Jul 04 17:49:41  2023,49.5,27750,27750,49.55,50,49.65,50,590550,1539.0,60600,MAINIDX,2023-07-13,18800,CE,2023-07-13 15:30:00,0.024391278243309236,-1489.5,-96.78362573099415,529950,874.5049504950496
286,124,MAINIDX20JUL2318900CE,323753,Tue Jul 04 17:49:41  2023,101.4,0,0,47.7,400,60.85,450,0,154.0,4950,MAINIDX,2023-07-20,18900,CE,2023-07-20 15:30:00,0.04356936043509006,-52.599999999999994,-34.15584415584415,-4950,-100.0
287,124,FINANCIALS04JUL2319350CE,323754,Tue Jul 04 17:49:41  2023,118.3,34880,34880,118.3,40,118.6,40,956400,1543.6,165480,FINANCIALS,2023-07-04,19350,CE,2023-07-04 15:30:00,-0.00026625600326610855,-1425.3,-92.33609743456854,790920,477.9550398839739
288,124,ALLBANKS31AUG2344600PE,323755,Tue Jul 04 17:49:41  2023,1091.95,0,0,1018.05,15,1028.7,15,6420,15.45,1005,ALLBANKS,2023-08-31,44600,PE,2023-08-31 15:30:00,0.158637853585775,1076.5,6967.6375404530745,5415,538.8059701492537
289,124,MAINIDX27JUL2316250PE,323756,Tue Jul 04 17:49:41  2023,8.85,0,0,8.85,0,8.85,0,0,154.5,0,MAINIDX,2023-07-27,16250,PE,2023-07-27 15:30:00,0.06274744262687089,-145.65,-94.27184466019418,0,
290,124,ALLBANKS27JUL2341300PE,323757,Tue Jul 04 17:49:41  2023,45.15,0,0,45.5,25,45.95,900,10150,154.75,7775,ALLBANKS,2023-07-27,41300,PE,2023-07-27 15:30:00,0.06274744262687089,-109.6,-70.82390953150241,2375,30.54662379421222
291,124,ALLBANKS06JUL2344200PE,323758,Tue Jul 04 17:49:41  2023,337.2,48675,48675,338.6,25,339.25,400,1087125,1548.5,198100,ALLBANKS,2023-07-06,44200,PE,2023-07-06 15:30:00,0.005213196051528412,-1211.3,-78.22408782692928,889025,448.77587077233716
292,124,MAINIDX27JUN2418000CE,323759,Tue Jul 04 17:49:41  2023,2001.0,0,0,2001.0,0,2001.0,0,0,15.5,200,MAINIDX,2024-06-27,18000,CE,2024-06-27 15:30:00,0.9832953878323504,1985.5,12809.677419354839,-200,-100.0
293,124,ALLBANKS13JUL2350000PE,323760,Tue Jul 04 17:49:41  2023,5580.0,0,0,5795.15,75,6185.55,1250,0,15.5,2300,ALLBANKS,2023-07-13,50000,PE,2023-07-13 15:30:00,0.024391278243309236,5564.5,35900.0,-2300,-100.0
294,124,MAINIDX31AUG2317900PE,323761,Tue Jul 04 17:49:41  2023,74.45,100,100,74.0,50,74.4,50,236700,155.0,8100,MAINIDX,2023-08-31,17900,PE,2023-08-31 15:30:00,0.158637853585775,-80.55,-51.96774193548387,228600,2822.222222222222
295,124,MAINIDX13JUL2319650CE,323762,Tue Jul 04 17:49:41  2023,2.54,0,0,2.54,0,2.54,0,3400,1553.5,43200,MAINIDX,2023-07-13,19650,CE,2023-07-13 15:30:00,0.024391278243309236,-1550.96,-99.83649822980367,-39800,-92.12962962962963
296,124,MAINIDX06JUL2317500PE,323763,Tue Jul 04 17:49:41  2023,1.9,1900,1900,1.85,78850,1.9,50350,2360650,15550.0,244450,MAINIDX,2023-07-06,17500,PE,2023-07-06 15:30:00,0.005213196051528412,-15548.1,-99.98778135048232,2116200,865.698506852117
297,124,MAINIDX06JUL2316850PE,323764,Tue Jul 04 17:49:41  2023,1.3,0,0,1.3,6400,1.35,6550,38800,1558.5,49700,MAINIDX,2023-07-06,16850,PE,2023-07-06 15:30:00,0.005213196051528412,-1557.2,-99.91658646134104,-10900,-21.93158953722334
298,124,MAINIDX06JUL2319550PE,323765,Tue Jul 04 17:49:41  2023,1031.09,0,0,969.05,500,999.7,1500,0,156.0,17100,MAINIDX,2023-07-06,19550,PE,2023-07-06 15:30:00,0.005213196051528412,875.0899999999999,560.9551282051282,-17100,-100.0
299,124,ALLBANKS27JUL2342000CE,323766,Tue Jul 04 17:49:41  2023,2225.0,0,0,2209.8,125,2220.69,25,144275,156.0,5875,ALLBANKS,2023-07-27,42000,CE,2023-07-27 15:30:00,0.06274744262687089,2069.0,1326.2820512820513,138400,2355.7446808510635
300,124,ALLBANKS27JUL2349000CE,323767,Tue Jul 04 17:49:41  2023,11.65,0,0,11.6,75,11.65,775,26050,156.0,7800,ALLBANKS,2023-07-27,49000,CE,2023-07-27 15:30:00,0.06274744262687089,-144.35,-92.53205128205127,18250,233.97435897435898
301,124,ALLBANKS06JUL2346800CE,323768,Tue Jul 04 17:49:41  2023,5.25,500,500,5.2,1150,5.3,3425,74050,1564.25,17450,ALLBANKS,2023-07-06,46800,CE,2023-07-06 15:30:00,0.005213196051528412,-1559.0,-99.66437589899313,56600,324.35530085959886
302,124,MAINIDX31AUG2316950PE,323769,Tue Jul 04 17:49:41  2023,18.5,0,0,15.1,50,18.8,50,1950,156.5,2400,MAINIDX,2023-08-31,16950,PE,2023-08-31 15:30:00,0.158637853585775,-138.0,-88.17891373801918,-450,-18.75
303,124,MAINIDX13JUL2319000CE,323770,Tue Jul 04 17:49:41  2023,14.45,1800,1800,14.5,2000,14.6,1800,499050,1571.0,74400,MAINIDX,2023-07-13,19000,CE,2023-07-13 15:30:00,0.024391278243309236,-1556.55,-99.08020369191597,424650,570.766129032258
304,124,ALLBANKS06JUL2344400PE,323771,Tue Jul 04 17:49:41  2023,460.15,6950,6950,461.8,50,462.7,75,241175,1572.0,49700,ALLBANKS,2023-07-06,44400,PE,2023-07-06 15:30:00,0.005213196051528412,-1111.85,-70.72837150127226,191475,385.261569416499
305,124,MAINIDX13JUL2318050PE,323772,Tue Jul 04 17:49:41  2023,15.9,150,150,15.6,1200,15.7,1850,51600,1572.5,34200,MAINIDX,2023-07-13,18050,PE,2023-07-13 15:30:00,0.024391278243309236,-1556.6,-98.98887122416534,17400,50.877192982456144
306,124,MAINIDX13JUL2317200PE,323773,Tue Jul 04 17:49:41  2023,2.6,0,0,2.54,650,2.7,300,16150,1574.0,16100,MAINIDX,2023-07-13,17200,PE,2023-07-13 15:30:00,0.024391278243309236,-1571.4,-99.8348157560356,50,0.3105590062111801
307,124,MAINIDX13JUL2318100PE,323774,Tue Jul 04 17:49:41  2023,19.1,2350,2350,18.89,7900,19.05,3950,325000,1574.0,66050,MAINIDX,2023-07-13,18100,PE,2023-07-13 15:30:00,0.024391278243309236,-1554.9,-98.78653113087675,258950,392.0514761544285
308,124,MAINIDX06JUL2318450CE,323775,Tue Jul 04 17:49:41  2023,169.85,36300,36300,169.25,150,169.5,50,1033950,1583.5,167650,MAINIDX,2023-07-06,18450,CE,2023-07-06 15:30:00,0.005213196051528412,-1413.65,-89.27376065677298,866300,516.7312854160454
309,124,ALLBANKS27JUL2343800CE,323776,Tue Jul 04 17:49:41  2023,776.15,0,0,773.4,50,775.65,50,76575,158.5,11175,ALLBANKS,2023-07-27,43800,CE,2023-07-27 15:30:00,0.06274744262687089,617.65,389.6845425867508,65400,585.2348993288591
310,124,ALLBANKS31AUG2339500PE,323777,Tue Jul 04 17:49:41  2023,58.95,0,0,58.05,45,58.75,15,6375,15.9,1170,ALLBANKS,2023-08-31,39500,PE,2023-08-31 15:30:00,0.158637853585775,43.050000000000004,270.7547169811321,5205,444.8717948717949
311,124,FINANCIALS04JUL2321200CE,323778,Tue Jul 04 17:49:41  2023,0.5,0,0,0.5,0,0.5,0,19080,1592.8,87280,FINANCIALS,2023-07-04,21200,CE,2023-07-04 15:30:00,-0.00026625600326610855,-1592.3,-99.96860873932697,-68200,-78.13932172318974
312,124,ALLBANKS06JUL2340900PE,323779,Tue Jul 04 17:49:41  2023,4.95,225,225,4.84,4625,4.95,2675,57025,1594.75,17250,ALLBANKS,2023-07-06,40900,PE,2023-07-06 15:30:00,0.005213196051528412,-1589.8,-99.68960652139833,39775,230.57971014492753
313,124,FINANCIALS25JUL2319200CE,323780,Tue Jul 04 17:49:41  2023,421.1,0,0,421.1,0,421.1,0,0,1.6,480,FINANCIALS,2023-07-25,19200,CE,2023-07-25 15:30:00,0.05726799057207636,419.5,26218.75,-480,-100.0
314,124,FINANCIALS25JUL2319400CE,323781,Tue Jul 04 17:49:41  2023,289.64,0,0,289.64,40,386.5,80,1200,1.6,880,FINANCIALS,2023-07-25,19400,CE,2023-07-25 15:30:00,0.05726799057207636,288.03999999999996,18002.499999999996,320,36.36363636363637
315,124,MAINIDX28SEP2317200PE,323782,Tue Jul 04 17:49:41  2023,56.0,0,0,50.75,50,56.85,50,500,16.0,100,MAINIDX,2023-09-28,17200,PE,2023-09-28 15:30:00,0.23535018235289829,40.0,250.0,400,400.0
316,124,MAINIDX25DEC2518000CE,323783,Tue Jul 04 17:49:41  2023,3330.0,0,0,3330.0,0,3330.0,0,0,16.0,150,MAINIDX,2025-12-25,18000,CE,2025-12-25 15:30:00,2.4791857987912542,3314.0,20712.5,-150,-100.0
317,124,MAINIDX03AUG2317050PE,323784,Tue Jul 04 17:49:41  2023,20.8,0,0,20.8,0,20.8,0,0,16.0,250,MAINIDX,2023-08-03,17050,PE,2023-08-03 15:30:00,0.08192552481865172,4.800000000000001,30.000000000000004,-250,-100.0
318,124,MAINIDX28SEP2316850PE,323785,Tue Jul 04 17:49:41  2023,42.95,0,0,42.95,0,42.95,0,0,16.0,300,MAINIDX,2023-09-28,16850,PE,2023-09-28 15:30:00,0.23535018235289829,26.950000000000003,168.43750000000003,-300,-100.0
319,124,MAINIDX06JUL2319450PE,323786,Tue Jul 04 17:49:41  2023,900.45,0,0,861.7,4300,899.75,1500,0,160.0,17500,MAINIDX,2023-07-06,19450,PE,2023-07-06 15:30:00,0.005213196051528412,740.45,462.78125,-17500,-100.0
320,124,MAINIDX06JUL2316950PE,323787,Tue Jul 04 17:49:41  2023,1.45,0,0,1.4,6950,1.45,1550,39550,1600.0,39250,MAINIDX,2023-07-06,16950,PE,2023-07-06 15:30:00,0.005213196051528412,-1598.55,-99.909375,300,0.7643312101910829
321,124,FINANCIALS11JUL2319600CE,323788,Tue Jul 04 17:49:41  2023,79.0,200,200,77.34,160,80.09,160,11920,160.4,11320,FINANCIALS,2023-07-11,19600,CE,2023-07-11 15:30:00,0.018911826188514714,-81.4,-50.748129675810475,600,5.30035335689046
322,124,ALLBANKS06JUL2340700PE,323789,Tue Jul 04 17:49:41  2023,4.65,200,200,4.55,3400,4.65,2275,75050,1604.25,23750,ALLBANKS,2023-07-06,40700,PE,2023-07-06 15:30:00,0.005213196051528412,-1599.6,-99.71014492753622,51300,216.0
323,124,MAINIDX13JUL2318800PE,323790,Tue Jul 04 17:49:41  2023,247.5,300,300,246.85,50,247.55,250,86750,160.5,21850,MAINIDX,2023-07-13,18800,PE,2023-07-13 15:30:00,0.024391278243309236,87.0,54.20560747663551,64900,297.02517162471395
324,124,FINANCIALS04JUL2318450PE,323791,Tue Jul 04 17:49:41  2023,0.95,0,0,0.95,4000,1.0,8240,65200,1607.2,136040,FINANCIALS,2023-07-04,18450,PE,2023-07-04 15:30:00,-0.00026625600326610855,-1606.25,-99.94089099054256,-70840,-52.07291972949133
325,124,ALLBANKS06JUL2346700CE,323792,Tue Jul 04 17:49:41  2023,5.4,1750,1750,5.35,1400,5.4,75,47450,1607.25,18925,ALLBANKS,2023-07-06,46700,CE,2023-07-06 15:30:00,0.005213196051528412,-1601.85,-99.66402239850676,28525,150.72655217965655
326,124,ALLBANKS13JUL2347000CE,323793,Tue Jul 04 17:49:41  2023,8.0,0,0,7.9,25,8.15,400,8850,160.75,7500,ALLBANKS,2023-07-13,47000,CE,2023-07-13 15:30:00,0.024391278243309236,-152.75,-95.02332814930016,1350,18.0
327,124,ALLBANKS27JUL2350000CE,323794,Tue Jul 04 17:49:41  2023,11.25,0,0,10.19,50,11.25,200,32200,161.25,3450,ALLBANKS,2023-07-27,50000,CE,2023-07-27 15:30:00,0.06274744262687089,-150.0,-93.02325581395348,28750,833.3333333333334
328,124,MAINIDX06JUL2319600CE,323795,Tue Jul 04 17:49:41  2023,1.55,2400,2400,1.5,68150,1.55,36000,961650,16174.0,204050,MAINIDX,2023-07-06,19600,CE,2023-07-06 15:30:00,0.005213196051528412,-16172.45,-99.99041671818969,757600,371.2815486400392
329,124,ALLBANKS26OCT2333000PE,323796,Tue Jul 04 17:49:41  2023,38.0,0,0,38.0,0,38.0,0,0,16.25,25,ALLBANKS,2023-10-26,33000,PE,2023-10-26 15:30:00,0.3120625111200216,21.75,133.84615384615384,-25,-100.0
330,124,MAINIDX06JUL2320000PE,323797,Tue Jul 04 17:49:41  2023,1460.9,0,0,1420.4,200,1426.6,100,900,162.5,14850,MAINIDX,2023-07-06,20000,PE,2023-07-06 15:30:00,0.005213196051528412,1298.4,799.0153846153847,-13950,-93.93939393939394
331,124,ALLBANKS27JUL2344100PE,323798,Tue Jul 04 17:49:41  2023,553.65,175,175,548.2,25,550.25,25,70925,162.75,10150,ALLBANKS,2023-07-27,44100,PE,2023-07-27 15:30:00,0.06274744262687089,390.9,240.18433179723502,60775,598.7684729064039
332,124,MAINIDX06JUL2317300CE,323799,Tue Jul 04 17:49:41  2023,1213.55,0,0,1264.7,300,1282.3,4350,0,163.0,16650,MAINIDX,2023-07-06,17300,CE,2023-07-06 15:30:00,0.005213196051528412,1050.55,644.5092024539877,-16650,-100.0
333,124,ALLBANKS27JUL23XX,323800,Tue Jul 04 17:49:41  2023,44162.35,3400,3400,44154.65,50,44162.25,200,2258525,1630.0,181350,ALLBANKS,2023-07-27,,XX,2023-07-27 15:30:00,0.06274744262687089,42532.35,2609.346625766871,2077175,1145.3956437827405
334,124,MAINIDX28DEC2319000PE,323801,Tue Jul 04 17:49:41  2023,575.0,0,0,573.35,50,575.0,50,684200,164.0,3550,MAINIDX,2023-12-28,19000,PE,2023-12-28 15:30:00,0.484665250846049,411.0,250.60975609756096,680650,19173.23943661972
335,124,ALLBANKS13JUL2342900PE,323802,Tue Jul 04 17:49:41  2023,84.75,0,0,83.7,1275,84.25,25,26125,164.25,11000,ALLBANKS,2023-07-13,42900,PE,2023-07-13 15:30:00,0.024391278243309236,-79.5,-48.401826484018265,15125,137.5
336,124,MAINIDX06JUL2317400CE,323803,Tue Jul 04 17:49:41  2023,1130.0,0,0,1157.05,300,1183.45,4050,23950,164.5,16350,MAINIDX,2023-07-06,17400,CE,2023-07-06 15:30:00,0.005213196051528412,965.5,586.9300911854103,7600,46.48318042813456
337,124,MAINIDX20JUL2318750PE,323804,Tue Jul 04 17:49:41  2023,237.35,0,0,227.8,50,0.0,0,2100,16.5,0,MAINIDX,2023-07-20,18750,PE,2023-07-20 15:30:00,0.04356936043509006,220.85,1338.4848484848485,2100,
338,124,MAINIDX28DEC2322000PE,323805,Tue Jul 04 17:49:41  2023,2774.35,0,0,2774.35,0,2774.35,0,1350,16.5,0,MAINIDX,2023-12-28,22000,PE,2023-12-28 15:30:00,0.484665250846049,2757.85,16714.242424242424,1350,
339,124,MAINIDX03AUG2319400CE,323806,Tue Jul 04 17:49:41  2023,72.15,0,0,20.0,50,43.3,850,50,16.5,1100,MAINIDX,2023-08-03,19400,CE,2023-08-03 15:30:00,0.08192552481865172,55.650000000000006,337.2727272727273,-1050,-95.45454545454545
340,124,ALLBANKS20JUL2343000CE,323807,Tue Jul 04 17:49:41  2023,1243.34,0,0,1282.09,25,1307.7,50,1500,16.5,1275,ALLBANKS,2023-07-20,43000,CE,2023-07-20 15:30:00,0.04356936043509006,1226.84,7435.393939393938,225,17.647058823529413
341,124,ALLBANKS13JUL2343000CE,323808,Tue Jul 04 17:49:41  2023,1206.5,0,0,1199.65,25,1203.5,250,14950,165.5,5775,ALLBANKS,2023-07-13,43000,CE,2023-07-13 15:30:00,0.024391278243309236,1041.0,629.0030211480363,9175,158.87445887445887
342,124,ALLBANKS06JUL2349500CE,323809,Tue Jul 04 17:49:41  2023,2.7,1000,1000,2.7,800,2.75,1025,160250,1662.5,24025,ALLBANKS,2023-07-06,49500,CE,2023-07-06 15:30:00,0.005213196051528412,-1659.8,-99.8375939849624,136225,567.0135275754423
343,124,MAINIDX13JUL2318150PE,323810,Tue Jul 04 17:49:41  2023,23.35,200,200,22.9,1200,23.05,3400,77250,1663.0,49050,MAINIDX,2023-07-13,18150,PE,2023-07-13 15:30:00,0.024391278243309236,-1639.65,-98.59591100420927,28200,57.49235474006116
344,124,ALLBANKS31AUG2345900PE,323811,Tue Jul 04 17:49:41  2023,2026.7,0,0,1485.45,15,2710.0,885,45,16.65,900,ALLBANKS,2023-08-31,45900,PE,2023-08-31 15:30:00,0.158637853585775,2010.05,12072.372372372374,-855,-95.0
345,124,MAINIDX06JUL2319600PE,323812,Tue Jul 04 17:49:41  2023,1054.95,0,0,1015.2,200,1035.84,300,1700,166.5,16450,MAINIDX,2023-07-06,19600,PE,2023-07-06 15:30:00,0.005213196051528412,888.45,533.6036036036037,-14750,-89.66565349544074
346,124,MAINIDX06JUL2320100CE,323813,Tue Jul 04 17:49:41  2023,0.85,0,0,0.8,27450,0.85,29750,456700,16689.5,154850,MAINIDX,2023-07-06,20100,CE,2023-07-06 15:30:00,0.005213196051528412,-16688.65,-99.9949069774409,301850,194.93057797868906
347,124,MAINIDX13JUL2316750PE,323814,Tue Jul 04 17:49:41  2023,2.15,0,0,2.15,0,2.15,0,1900,167.5,3900,MAINIDX,2023-07-13,16750,PE,2023-07-13 15:30:00,0.024391278243309236,-165.35,-98.71641791044776,-2000,-51.28205128205128
348,124,MAINIDX26OCT2319000CE,323815,Tue Jul 04 17:49:41  2023,409.9,0,0,407.6,100,409.75,50,639500,167.5,5450,MAINIDX,2023-10-26,19000,CE,2023-10-26 15:30:00,0.3120625111200216,242.39999999999998,144.71641791044775,634050,11633.944954128441
349,124,MAINIDX13JUL2318950PE,323816,Tue Jul 04 17:49:41  2023,382.6,0,0,361.45,50,369.8,50,4550,167.5,9000,MAINIDX,2023-07-13,18950,PE,2023-07-13 15:30:00,0.024391278243309236,215.10000000000002,128.41791044776122,-4450,-49.44444444444444
350,124,MAINIDX27JUL2316350PE,323817,Tue Jul 04 17:49:41  2023,4.0,0,0,4.0,0,4.0,0,11750,168.0,0,MAINIDX,2023-07-27,16350,PE,2023-07-27 15:30:00,0.06274744262687089,-164.0,-97.61904761904762,11750,
351,124,FINANCIALS11JUL2319200PE,323818,Tue Jul 04 17:49:41  2023,63.7,200,200,63.65,120,65.15,80,7000,168.0,8160,FINANCIALS,2023-07-11,19200,PE,2023-07-11 15:30:00,0.018911826188514714,-104.3,-62.083333333333336,-1160,-14.215686274509803
352,124,ALLBANKS13JUL2343500CE,323819,Tue Jul 04 17:49:41  2023,796.3,75,75,794.15,25,795.7,150,36425,168.5,13850,ALLBANKS,2023-07-13,43500,CE,2023-07-13 15:30:00,0.024391278243309236,627.8,372.5816023738872,22575,162.99638989169677
353,124,ALLBANKS13JUL2344500PE,323820,Tue Jul 04 17:49:41  2023,618.0,50,50,615.29,200,617.45,25,15250,168.5,13875,ALLBANKS,2023-07-13,44500,PE,2023-07-13 15:30:00,0.024391278243309236,449.5,266.76557863501483,1375,9.90990990990991
354,124,MAINIDX13JUL2317900PE,323821,Tue Jul 04 17:49:41  2023,9.44,2300,2300,9.3,100,9.35,4000,194700,1685.0,57950,MAINIDX,2023-07-13,17900,PE,2023-07-13 15:30:00,0.024391278243309236,-1675.56,-99.43976261127597,136750,235.9792924935289
355,124,MAINIDX13JUL2317500PE,323822,Tue Jul 04 17:49:41  2023,3.7,200,200,3.65,3700,3.7,1900,212400,1688.0,39550,MAINIDX,2023-07-13,17500,PE,2023-07-13 15:30:00,0.024391278243309236,-1684.3,-99.7808056872038,172850,437.0417193426043
356,124,MAINIDX13JUL2318050CE,323823,Tue Jul 04 17:49:41  2023,552.54,0,0,563.04,50,568.95,50,2550,169.0,7000,MAINIDX,2023-07-13,18050,CE,2023-07-13 15:30:00,0.024391278243309236,383.53999999999996,226.94674556213016,-4450,-63.57142857142857
357,124,MAINIDX31AUG2317750CE,323824,Tue Jul 04 17:49:41  2023,871.35,0,0,816.6,350,1075.05,50,0,17.0,3600,MAINIDX,2023-08-31,17750,CE,2023-08-31 15:30:00,0.158637853585775,854.35,5025.588235294118,-3600,-100.0
358,124,MAINIDX06JUL2317550CE,323825,Tue Jul 04 17:49:41  2023,1020.0,0,0,1024.59,50,1027.5,50,21000,170.0,15000,MAINIDX,2023-07-06,17550,CE,2023-07-06 15:30:00,0.005213196051528412,850.0,500.0,6000,40.0
359,124,MAINIDX27JUL2315700PE,323826,Tue Jul 04 17:49:41  2023,3.8,0,0,3.8,0,3.8,0,13650,170.0,3850,MAINIDX,2023-07-27,15700,PE,2023-07-27 15:30:00,0.06274744262687089,-166.2,-97.76470588235293,9800,254.54545454545453
360,124,ALLBANKS27JUL2341100PE,323827,Tue Jul 04 17:49:41  2023,40.15,0,0,39.15,25,40.45,25,11650,170.25,4750,ALLBANKS,2023-07-27,41100,PE,2023-07-27 15:30:00,0.06274744262687089,-130.1,-76.41703377386196,6900,145.26315789473685
361,124,MAINIDX27JUL2318750PE,323828,Tue Jul 04 17:49:41  2023,247.65,0,0,246.6,400,247.5,800,30300,170.5,13950,MAINIDX,2023-07-27,18750,PE,2023-07-27 15:30:00,0.06274744262687089,77.15,45.24926686217009,16350,117.20430107526883
362,124,ALLBANKS13JUL2343200PE,323829,Tue Jul 04 17:49:41  2023,128.44,175,175,126.55,600,127.25,75,22525,170.5,14125,ALLBANKS,2023-07-13,43200,PE,2023-07-13 15:30:00,0.024391278243309236,-42.06,-24.66862170087977,8400,59.469026548672566
363,124,MAINIDX13JUL2318950CE,323830,Tue Jul 04 17:49:41  2023,19.45,600,600,19.75,250,19.89,1750,100650,1709.5,27950,MAINIDX,2023-07-13,18950,CE,2023-07-13 15:30:00,0.024391278243309236,-1690.05,-98.86224042117578,72700,260.10733452593917
364,124,ALLBANKS31AUG2342600CE,323831,Tue Jul 04 17:49:41  2023,1942.8,0,0,1941.25,30,2059.19,15,150,17.1,960,ALLBANKS,2023-08-31,42600,CE,2023-08-31 15:30:00,0.158637853585775,1925.7,11261.40350877193,-810,-84.375
365,124,FINANCIALS04JUL2321400CE,323832,Tue Jul 04 17:49:41  2023,0.4,0,0,0.4,40,0.45,80,17600,1713.6,80680,FINANCIALS,2023-07-04,21400,CE,2023-07-04 15:30:00,-0.00026625600326610855,-1713.1999999999998,-99.97665732959851,-63080,-78.18542389687654
366,124,MAINIDX26OCT2316000PE,323833,Tue Jul 04 17:49:41  2023,33.0,0,0,32.6,50,33.15,100,455450,172.0,15500,MAINIDX,2023-10-26,16000,PE,2023-10-26 15:30:00,0.3120625111200216,-139.0,-80.81395348837209,439950,2838.3870967741937
367,124,ALLBANKS13JUL2345800PE,323834,Tue Jul 04 17:49:41  2023,1750.65,0,0,1659.05,175,1762.35,150,50,17.25,1675,ALLBANKS,2023-07-13,45800,PE,2023-07-13 15:30:00,0.024391278243309236,1733.4,10048.695652173914,-1625,-97.01492537313433
368,124,ALLBANKS13JUL2343100PE,323835,Tue Jul 04 17:49:41  2023,110.85,0,0,110.5,50,110.85,25,17950,173.25,13700,ALLBANKS,2023-07-13,43100,PE,2023-07-13 15:30:00,0.024391278243309236,-62.400000000000006,-36.01731601731602,4250,31.02189781021898
369,124,MAINIDX13JUL2319200CE,323836,Tue Jul 04 17:49:41  2023,4.9,200,200,4.9,4050,4.95,200,192100,1738.5,47650,MAINIDX,2023-07-13,19200,CE,2023-07-13 15:30:00,0.024391278243309236,-1733.6,-99.71814782858786,144450,303.1479538300105
370,124,MAINIDX20JUL2318650CE,323837,Tue Jul 04 17:49:41  2023,148.5,0,0,147.8,50,149.9,50,5250,174.5,10050,MAINIDX,2023-07-20,18650,CE,2023-07-20 15:30:00,0.04356936043509006,-26.0,-14.899713467048711,-4800,-47.76119402985074
